Tree map for parameter file C:\Users\SamDavis\Documents\GitHub\SortieRuns\XMLs\093015-runs\093015-FRPIJE.xml
Species	Type	X	Y	Height	Diam10	Light	Growth	DBH	Crown Radius	Crown Depth	dead
PIJE	Adult	4.16	273.67	--	--	--	--	9.63	--	--	--
PIJE	Adult	267.29	65.56	--	--	--	--	12.86	--	--	--
PIJE	Adult	299.16	258.33	--	--	--	--	59.79	--	--	--
PIJE	Adult	226.07	142.22	--	--	--	--	5.08	--	--	--
PIJE	Adult	129.18	117.9	--	--	--	--	11.12	--	--	--
PIJE	Adult	220.73	163.47	--	--	--	--	15.69	--	--	--
PIJE	Adult	154.96	121.14	--	--	--	--	34.46	--	--	--
PIJE	Adult	37.04	67.49	--	--	--	--	28.3	--	--	--
PIJE	Adult	61.48	73.06	--	--	--	--	17.7	--	--	--
PIJE	Adult	105.88	261.7	--	--	--	--	5.07	--	--	--
PIJE	Adult	8.99	287.74	--	--	--	--	39.59	--	--	--
PIJE	Adult	10.57	152.06	--	--	--	--	5.92	--	--	--
PIJE	Adult	225.07	11.0	--	--	--	--	20.6	--	--	--
PIJE	Adult	110.93	69.04	--	--	--	--	1.76	--	--	--
PIJE	Adult	163.96	166.94	--	--	--	--	18.08	--	--	--
PIJE	Adult	191.13	251.53	--	--	--	--	10.42	--	--	--
PIJE	Adult	141.38	278.09	--	--	--	--	353.24	--	--	--
PIJE	Adult	31.74	292.93	--	--	--	--	48.83	--	--	--
PIJE	Adult	9.82	88.03	--	--	--	--	2.89	--	--	--
PIJE	Adult	292.82	2.51	--	--	--	--	7.16	--	--	--
PIJE	Adult	254.76	67.16	--	--	--	--	3.16	--	--	--
PIJE	Adult	194.3	124.38	--	--	--	--	2.78	--	--	--
PIJE	Adult	66.53	69.56	--	--	--	--	18.22	--	--	--
PIJE	Adult	223.2	287.12	--	--	--	--	42.01	--	--	--
PIJE	Adult	28.6	121.83	--	--	--	--	51.09	--	--	--
PIJE	Adult	165.51	158.85	--	--	--	--	5.29	--	--	--
PIJE	Adult	174.96	275.45	--	--	--	--	71.21	--	--	--
PIJE	Adult	13.79	163.78	--	--	--	--	10.79	--	--	--
PIJE	Adult	62.37	140.57	--	--	--	--	11.1	--	--	--
PIJE	Adult	130.0	261.36	--	--	--	--	2.69	--	--	--
PIJE	Adult	73.64	145.08	--	--	--	--	23.45	--	--	--
PIJE	Adult	283.91	256.09	--	--	--	--	31.65	--	--	--
PIJE	Adult	167.28	89.0	--	--	--	--	13.42	--	--	--
PIJE	Adult	153.2	122.78	--	--	--	--	174.83	--	--	--
PIJE	Adult	36.95	63.12	--	--	--	--	3.03	--	--	--
PIJE	Adult	165.34	63.21	--	--	--	--	11.38	--	--	--
PIJE	Adult	76.07	210.94	--	--	--	--	15.44	--	--	--
PIJE	Adult	269.55	184.58	--	--	--	--	18.98	--	--	--
PIJE	Adult	141.09	270.34	--	--	--	--	8.58	--	--	--
PIJE	Adult	291.04	31.76	--	--	--	--	9.17	--	--	--
PIJE	Adult	173.84	103.27	--	--	--	--	4.15	--	--	--
PIJE	Adult	160.9	179.17	--	--	--	--	9.54	--	--	--
PIJE	Adult	269.29	186.28	--	--	--	--	16.88	--	--	--
PIJE	Adult	3.95	289.89	--	--	--	--	86.69	--	--	--
PIJE	Adult	111.17	81.27	--	--	--	--	13.36	--	--	--
PIJE	Adult	296.62	105.14	--	--	--	--	1.0	--	--	--
PIJE	Adult	206.67	116.69	--	--	--	--	39.44	--	--	--
PIJE	Adult	94.53	163.17	--	--	--	--	0.09	--	--	--
PIJE	Adult	17.89	50.54	--	--	--	--	38.61	--	--	--
PIJE	Adult	114.86	266.8	--	--	--	--	10.23	--	--	--
PIJE	Adult	204.26	182.62	--	--	--	--	39.16	--	--	--
PIJE	Adult	157.74	223.77	--	--	--	--	163.87	--	--	--
PIJE	Adult	181.89	177.22	--	--	--	--	32.94	--	--	--
PIJE	Adult	74.29	128.72	--	--	--	--	21.35	--	--	--
PIJE	Adult	33.37	283.9	--	--	--	--	38.84	--	--	--
PIJE	Adult	124.08	252.51	--	--	--	--	7.6	--	--	--
PIJE	Adult	57.25	101.76	--	--	--	--	47.22	--	--	--
PIJE	Adult	35.17	299.89	--	--	--	--	28.39	--	--	--
PIJE	Adult	108.49	63.48	--	--	--	--	5.7	--	--	--
PIJE	Adult	272.36	284.04	--	--	--	--	10.82	--	--	--
PIJE	Adult	214.85	133.99	--	--	--	--	14.28	--	--	--
PIJE	Adult	254.53	177.85	--	--	--	--	3.07	--	--	--
PIJE	Adult	210.1	299.0	--	--	--	--	22.09	--	--	--
PIJE	Adult	144.86	235.39	--	--	--	--	15.92	--	--	--
PIJE	Adult	268.82	273.8	--	--	--	--	21.03	--	--	--
PIJE	Adult	157.76	241.62	--	--	--	--	17.45	--	--	--
PIJE	Adult	243.61	212.88	--	--	--	--	11.72	--	--	--
PILA	Adult	236.48	282.52	--	--	--	--	26.94	--	--	--
PILA	Adult	165.81	262.47	--	--	--	--	52.0	--	--	--
PILA	Adult	132.61	237.94	--	--	--	--	4.07	--	--	--
PILA	Adult	156.43	239.29	--	--	--	--	263.0	--	--	--
PILA	Adult	297.62	106.5	--	--	--	--	12.31	--	--	--
PILA	Adult	234.87	59.52	--	--	--	--	5.59	--	--	--
PILA	Adult	100.7	178.85	--	--	--	--	89.11	--	--	--
PILA	Adult	232.09	260.86	--	--	--	--	2.7	--	--	--
PILA	Adult	69.02	77.4	--	--	--	--	25.69	--	--	--
PILA	Adult	214.32	97.96	--	--	--	--	4.28	--	--	--
PILA	Adult	53.31	145.25	--	--	--	--	9.16	--	--	--
PILA	Adult	191.79	56.43	--	--	--	--	38.51	--	--	--
PILA	Adult	62.78	103.03	--	--	--	--	4.59	--	--	--
PILA	Adult	72.45	231.81	--	--	--	--	1.06	--	--	--
PILA	Adult	77.48	133.99	--	--	--	--	49.97	--	--	--
PILA	Adult	174.69	298.88	--	--	--	--	4.23	--	--	--
PILA	Adult	76.75	184.55	--	--	--	--	22.89	--	--	--
PILA	Adult	224.64	136.27	--	--	--	--	16.93	--	--	--
PILA	Adult	196.47	215.46	--	--	--	--	29.3	--	--	--
PILA	Adult	24.81	122.21	--	--	--	--	179.63	--	--	--
PILA	Adult	143.97	65.07	--	--	--	--	5.4	--	--	--
PILA	Adult	47.99	145.31	--	--	--	--	142.37	--	--	--
PILA	Adult	144.54	87.04	--	--	--	--	229.43	--	--	--
PILA	Adult	194.72	81.82	--	--	--	--	70.07	--	--	--
PILA	Adult	67.12	270.4	--	--	--	--	5.93	--	--	--
PILA	Adult	164.62	260.51	--	--	--	--	48.93	--	--	--
PILA	Adult	148.95	84.36	--	--	--	--	1.71	--	--	--
PILA	Adult	260.19	72.93	--	--	--	--	2.64	--	--	--
PILA	Adult	130.53	244.02	--	--	--	--	16.19	--	--	--
PILA	Adult	200.74	254.84	--	--	--	--	19.75	--	--	--
PILA	Adult	30.76	264.89	--	--	--	--	108.77	--	--	--
PILA	Adult	71.97	256.96	--	--	--	--	108.97	--	--	--
PILA	Adult	184.88	112.38	--	--	--	--	25.43	--	--	--
PILA	Adult	180.98	73.53	--	--	--	--	15.05	--	--	--
PIMO	Adult	211.37	39.56	--	--	--	--	12.2	--	--	--
PIMO	Adult	289.69	101.38	--	--	--	--	12.2	--	--	--
PIMO	Adult	164.4	249.64	--	--	--	--	12.2	--	--	--
PIMO	Adult	174.72	142.7	--	--	--	--	12.2	--	--	--
PIMO	Adult	204.21	29.48	--	--	--	--	12.2	--	--	--
PIMO	Adult	263.54	147.23	--	--	--	--	12.2	--	--	--
PIMO	Adult	179.73	118.75	--	--	--	--	12.2	--	--	--
PIMO	Adult	139.56	72.45	--	--	--	--	12.2	--	--	--
PIMO	Adult	98.51	125.62	--	--	--	--	12.2	--	--	--
QUKE	Adult	265.03	36.17	--	--	--	--	19.26	--	--	--
QUKE	Adult	125.99	178.24	--	--	--	--	4.38	--	--	--
QUKE	Adult	20.08	56.6	--	--	--	--	14.11	--	--	--
QUKE	Adult	32.72	140.87	--	--	--	--	3.87	--	--	--
QUKE	Adult	278.11	36.1	--	--	--	--	3.56	--	--	--
QUKE	Adult	232.78	175.21	--	--	--	--	9.21	--	--	--
QUKE	Adult	291.65	204.01	--	--	--	--	22.28	--	--	--
QUKE	Adult	299.11	276.6	--	--	--	--	10.79	--	--	--
QUKE	Adult	113.92	185.23	--	--	--	--	7.33	--	--	--
QUKE	Adult	283.57	245.73	--	--	--	--	14.92	--	--	--
QUKE	Adult	257.96	294.39	--	--	--	--	7.44	--	--	--
QUKE	Adult	54.44	139.47	--	--	--	--	9.53	--	--	--
QUKE	Adult	69.66	199.31	--	--	--	--	7.15	--	--	--
QUKE	Adult	271.37	157.18	--	--	--	--	4.49	--	--	--
QUKE	Adult	82.95	192.1	--	--	--	--	11.14	--	--	--
QUKE	Adult	246.53	238.16	--	--	--	--	16.42	--	--	--
QUKE	Adult	44.18	236.42	--	--	--	--	13.38	--	--	--
QUKE	Adult	7.57	99.75	--	--	--	--	6.81	--	--	--
QUKE	Adult	240.78	125.98	--	--	--	--	37.36	--	--	--
QUKE	Adult	253.83	232.75	--	--	--	--	13.21	--	--	--
QUKE	Adult	124.47	217.73	--	--	--	--	7.16	--	--	--
QUKE	Adult	154.34	289.53	--	--	--	--	19.1	--	--	--
QUKE	Adult	196.6	176.83	--	--	--	--	39.76	--	--	--
QUKE	Adult	43.04	110.08	--	--	--	--	29.25	--	--	--
QUKE	Adult	244.35	9.5	--	--	--	--	6.72	--	--	--
QUKE	Adult	237.02	113.56	--	--	--	--	9.7	--	--	--
QUKE	Adult	253.46	99.7	--	--	--	--	2.51	--	--	--
QUKE	Adult	30.25	206.16	--	--	--	--	9.37	--	--	--
QUKE	Adult	204.17	63.37	--	--	--	--	19.04	--	--	--
QUKE	Adult	49.6	172.04	--	--	--	--	6.39	--	--	--
QUKE	Adult	217.79	219.1	--	--	--	--	25.54	--	--	--
QUKE	Adult	247.52	224.45	--	--	--	--	8.35	--	--	--
QUKE	Adult	155.01	117.87	--	--	--	--	7.65	--	--	--
QUKE	Adult	292.57	162.19	--	--	--	--	2.54	--	--	--
QUKE	Adult	167.84	229.1	--	--	--	--	8.43	--	--	--
QUKE	Adult	272.71	20.9	--	--	--	--	3.07	--	--	--
QUKE	Adult	206.47	79.34	--	--	--	--	4.67	--	--	--
QUKE	Adult	261.77	203.61	--	--	--	--	8.89	--	--	--
QUKE	Adult	122.08	79.08	--	--	--	--	17.2	--	--	--
QUKE	Adult	125.52	86.96	--	--	--	--	5.39	--	--	--
QUKE	Adult	237.21	226.9	--	--	--	--	3.14	--	--	--
QUKE	Adult	128.53	123.46	--	--	--	--	14.81	--	--	--
QUKE	Adult	168.18	269.53	--	--	--	--	20.76	--	--	--
QUKE	Adult	293.43	176.51	--	--	--	--	17.62	--	--	--
QUKE	Adult	210.26	36.86	--	--	--	--	26.12	--	--	--
QUKE	Adult	197.13	53.07	--	--	--	--	5.95	--	--	--
QUKE	Adult	114.08	152.82	--	--	--	--	4.19	--	--	--
QUKE	Adult	2.71	138.53	--	--	--	--	38.81	--	--	--
QUKE	Adult	296.92	52.6	--	--	--	--	3.69	--	--	--
QUKE	Adult	1.62	76.28	--	--	--	--	2.12	--	--	--
QUKE	Adult	296.21	246.34	--	--	--	--	3.59	--	--	--
QUKE	Adult	287.98	162.29	--	--	--	--	2.93	--	--	--
QUKE	Adult	3.7	298.89	--	--	--	--	33.29	--	--	--
QUKE	Adult	28.4	271.39	--	--	--	--	22.0	--	--	--
QUKE	Adult	273.19	138.03	--	--	--	--	10.84	--	--	--
QUKE	Adult	253.12	38.51	--	--	--	--	5.1	--	--	--
QUKE	Adult	67.4	151.29	--	--	--	--	27.51	--	--	--
QUKE	Adult	144.79	54.85	--	--	--	--	5.83	--	--	--
QUKE	Adult	180.95	278.29	--	--	--	--	12.14	--	--	--
QUKE	Adult	191.13	208.24	--	--	--	--	20.63	--	--	--
QUKE	Adult	174.62	204.18	--	--	--	--	9.78	--	--	--
QUKE	Adult	190.86	81.37	--	--	--	--	17.47	--	--	--
QUKE	Adult	152.82	66.1	--	--	--	--	14.96	--	--	--
QUKE	Adult	205.99	122.85	--	--	--	--	14.52	--	--	--
QUKE	Adult	251.26	225.94	--	--	--	--	5.68	--	--	--
QUKE	Adult	162.97	122.05	--	--	--	--	10.52	--	--	--
QUKE	Adult	81.69	203.91	--	--	--	--	8.31	--	--	--
QUKE	Adult	238.0	29.53	--	--	--	--	11.32	--	--	--
QUKE	Adult	209.1	274.49	--	--	--	--	17.88	--	--	--
QUKE	Adult	266.61	75.63	--	--	--	--	8.29	--	--	--
QUKE	Adult	74.3	285.18	--	--	--	--	8.37	--	--	--
QUKE	Adult	186.25	219.88	--	--	--	--	3.29	--	--	--
QUKE	Adult	71.02	150.25	--	--	--	--	10.91	--	--	--
QUKE	Adult	156.58	297.69	--	--	--	--	30.12	--	--	--
QUKE	Adult	256.88	106.33	--	--	--	--	5.31	--	--	--
QUKE	Adult	225.09	273.5	--	--	--	--	11.34	--	--	--
QUKE	Adult	129.68	161.15	--	--	--	--	19.39	--	--	--
QUKE	Adult	46.25	171.67	--	--	--	--	3.16	--	--	--
QUKE	Adult	127.29	121.33	--	--	--	--	46.09	--	--	--
QUKE	Adult	71.69	91.51	--	--	--	--	10.02	--	--	--
QUKE	Adult	195.54	102.67	--	--	--	--	19.87	--	--	--
QUKE	Adult	170.44	251.85	--	--	--	--	8.45	--	--	--
QUKE	Adult	49.66	57.7	--	--	--	--	4.82	--	--	--
QUKE	Adult	157.5	85.2	--	--	--	--	9.98	--	--	--
QUKE	Adult	225.64	131.47	--	--	--	--	14.12	--	--	--
QUKE	Adult	283.75	114.75	--	--	--	--	14.06	--	--	--
QUKE	Adult	204.65	35.73	--	--	--	--	6.1	--	--	--
QUKE	Adult	191.95	66.31	--	--	--	--	17.15	--	--	--
QUKE	Adult	53.67	149.16	--	--	--	--	9.21	--	--	--
QUKE	Adult	273.27	120.14	--	--	--	--	14.97	--	--	--
QUKE	Adult	73.93	292.92	--	--	--	--	1.32	--	--	--
QUKE	Adult	171.56	183.21	--	--	--	--	6.01	--	--	--
QUKE	Adult	219.22	108.59	--	--	--	--	2.49	--	--	--
QUKE	Adult	282.78	48.48	--	--	--	--	2.96	--	--	--
QUKE	Adult	23.08	65.64	--	--	--	--	4.43	--	--	--
QUKE	Adult	229.58	109.59	--	--	--	--	3.85	--	--	--
QUKE	Adult	60.34	118.42	--	--	--	--	3.8	--	--	--
QUKE	Adult	273.22	211.32	--	--	--	--	2.05	--	--	--
QUKE	Adult	120.68	269.08	--	--	--	--	11.0	--	--	--
QUKE	Adult	127.59	105.11	--	--	--	--	4.14	--	--	--
QUKE	Adult	162.13	256.23	--	--	--	--	60.18	--	--	--
QUKE	Adult	55.73	227.58	--	--	--	--	3.53	--	--	--
QUKE	Adult	292.63	47.22	--	--	--	--	9.51	--	--	--
QUKE	Adult	159.2	167.68	--	--	--	--	14.18	--	--	--
QUKE	Adult	200.57	277.09	--	--	--	--	2.92	--	--	--
QUKE	Adult	276.33	221.35	--	--	--	--	13.93	--	--	--
QUKE	Adult	103.16	65.44	--	--	--	--	5.31	--	--	--
QUKE	Adult	129.5	274.96	--	--	--	--	6.48	--	--	--
QUKE	Adult	136.09	66.86	--	--	--	--	13.3	--	--	--
QUKE	Adult	39.82	165.28	--	--	--	--	29.83	--	--	--
QUKE	Adult	164.67	85.53	--	--	--	--	7.49	--	--	--
QUKE	Adult	1.33	238.74	--	--	--	--	4.13	--	--	--
QUKE	Adult	264.19	184.57	--	--	--	--	14.01	--	--	--
QUKE	Adult	72.39	234.25	--	--	--	--	13.09	--	--	--
QUKE	Adult	61.89	281.13	--	--	--	--	5.12	--	--	--
QUKE	Adult	109.34	239.03	--	--	--	--	6.71	--	--	--
QUKE	Adult	92.1	267.95	--	--	--	--	15.28	--	--	--
QUKE	Adult	149.39	173.5	--	--	--	--	6.41	--	--	--
QUKE	Adult	276.51	164.33	--	--	--	--	11.4	--	--	--
QUKE	Adult	49.25	189.03	--	--	--	--	11.95	--	--	--
QUKE	Adult	276.95	289.55	--	--	--	--	14.64	--	--	--
QUKE	Adult	144.06	121.74	--	--	--	--	4.06	--	--	--
QUKE	Adult	60.0	21.0	--	--	--	--	5.9	--	--	--
QUKE	Adult	57.0	24.0	--	--	--	--	7.8	--	--	--
PIJE	Adult	90.0	7.0	--	--	--	--	48.7	--	--	--
PIJE	Adult	79.0	21.0	--	--	--	--	1.3	--	--	--
PIJE	Adult	132.0	6.0	--	--	--	--	97.0	--	--	--
PIJE	Adult	143.0	6.0	--	--	--	--	1.3	--	--	--
PIJE	Adult	147.0	21.0	--	--	--	--	67.8	--	--	--
PIJE	Adult	144.0	19.0	--	--	--	--	54.0	--	--	--
PIJE	Adult	139.0	20.0	--	--	--	--	37.1	--	--	--
PIJE	Adult	131.0	20.0	--	--	--	--	47.3	--	--	--
QUKE	Adult	147.0	23.0	--	--	--	--	12.6	--	--	--
QUKE	Adult	147.0	22.0	--	--	--	--	4.9	--	--	--
QUKE	Adult	148.0	22.0	--	--	--	--	18.4	--	--	--
QUKE	Adult	148.0	19.0	--	--	--	--	4.0	--	--	--
QUKE	Adult	150.0	20.0	--	--	--	--	3.2	--	--	--
PILA	Adult	96.0	21.0	--	--	--	--	16.9	--	--	--
ABCO	Adult	174.0	7.0	--	--	--	--	59.5	--	--	--
ABCO	Adult	83.0	8.0	--	--	--	--	26.7	--	--	--
CADE	Adult	91.0	18.0	--	--	--	--	1.3	--	--	--
PIJE	Adult	75.0	2.0	--	--	--	--	91.8	--	--	--
PIJE	Adult	78.0	0.0	--	--	--	--	3.9	--	--	--
PIJE	Adult	83.0	6.0	--	--	--	--	11.4	--	--	--
PIJE	Adult	71.0	18.0	--	--	--	--	14.6	--	--	--
PIJE	Adult	59.0	18.0	--	--	--	--	89.6	--	--	--
PIJE	Adult	52.0	12.0	--	--	--	--	6.0	--	--	--
PIMO	Adult	72.0	20.0	--	--	--	--	12.2	--	--	--
QUKE	Adult	60.0	23.0	--	--	--	--	11.1	--	--	--
ABCO	Adult	63.0	43.0	--	--	--	--	67.4	--	--	--
ABCO	Adult	64.0	41.0	--	--	--	--	66.0	--	--	--
ABCO	Adult	56.0	49.0	--	--	--	--	67.9	--	--	--
ABCO	Adult	60.0	35.0	--	--	--	--	44.7	--	--	--
PIJE	Adult	73.0	29.0	--	--	--	--	2.2	--	--	--
PIJE	Adult	74.0	44.0	--	--	--	--	16.6	--	--	--
PIJE	Adult	71.0	40.0	--	--	--	--	115.0	--	--	--
PIJE	Adult	61.0	39.0	--	--	--	--	4.0	--	--	--
PIJE	Adult	56.0	45.0	--	--	--	--	23.8	--	--	--
PIJE	Adult	57.0	34.0	--	--	--	--	1.2	--	--	--
PIJE	Adult	67.0	34.0	--	--	--	--	9.1	--	--	--
QUKE	Adult	58.0	24.0	--	--	--	--	10.5	--	--	--
QUKE	Adult	59.0	23.0	--	--	--	--	14.0	--	--	--
PILA	Adult	64.0	45.0	--	--	--	--	33.4	--	--	--
ABCO	Adult	39.0	41.0	--	--	--	--	1.6	--	--	--
PIJE	Adult	32.0	34.0	--	--	--	--	33.3	--	--	--
PIJE	Adult	26.0	32.0	--	--	--	--	45.8	--	--	--
PIJE	Adult	31.0	43.0	--	--	--	--	27.2	--	--	--
PIJE	Adult	38.0	44.0	--	--	--	--	40.0	--	--	--
PIJE	Adult	39.0	49.0	--	--	--	--	19.1	--	--	--
PIJE	Adult	44.0	38.0	--	--	--	--	15.5	--	--	--
PIJE	Adult	48.0	40.0	--	--	--	--	15.6	--	--	--
PIJE	Adult	33.0	43.0	--	--	--	--	2.6	--	--	--
PIJE	Adult	44.0	30.0	--	--	--	--	1.4	--	--	--
PIJE	Adult	35.0	30.0	--	--	--	--	5.9	--	--	--
PIJE	Adult	35.0	32.0	--	--	--	--	44.1	--	--	--
PIJE	Adult	32.0	26.0	--	--	--	--	8.3	--	--	--
ABCO	Adult	1.0	45.0	--	--	--	--	1.4	--	--	--
PIJE	Adult	21.0	45.0	--	--	--	--	3.0	--	--	--
PIJE	Adult	6.0	6.0	--	--	--	--	1.9	--	--	--
PIJE	Adult	20.0	49.0	--	--	--	--	13.8	--	--	--
PIJE	Adult	18.0	38.0	--	--	--	--	19.9	--	--	--
PIJE	Adult	16.0	40.0	--	--	--	--	18.3	--	--	--
PIJE	Adult	16.0	39.0	--	--	--	--	33.6	--	--	--
PIJE	Adult	16.0	50.0	--	--	--	--	77.9	--	--	--
PIJE	Adult	16.0	49.0	--	--	--	--	62.1	--	--	--
PIJE	Adult	16.0	44.0	--	--	--	--	29.0	--	--	--
PIJE	Adult	14.0	46.0	--	--	--	--	28.7	--	--	--
PIJE	Adult	11.0	45.0	--	--	--	--	39.5	--	--	--
PIJE	Adult	14.0	42.0	--	--	--	--	78.5	--	--	--
PIJE	Adult	13.0	41.0	--	--	--	--	50.1	--	--	--
PIJE	Adult	2.0	38.0	--	--	--	--	16.6	--	--	--
PIJE	Adult	6.0	32.0	--	--	--	--	7.9	--	--	--
PIJE	Adult	7.0	31.0	--	--	--	--	12.6	--	--	--
PIJE	Adult	7.0	31.0	--	--	--	--	7.9	--	--	--
PIJE	Adult	11.0	30.0	--	--	--	--	11.2	--	--	--
PIJE	Adult	13.0	30.0	--	--	--	--	13.1	--	--	--
PIJE	Adult	18.0	34.0	--	--	--	--	72.9	--	--	--
PIJE	Adult	19.0	34.0	--	--	--	--	19.9	--	--	--
PIJE	Adult	142.0	44.0	--	--	--	--	1.4	--	--	--
ABCO	Adult	16.0	4.0	--	--	--	--	14.5	--	--	--
PIJE	Adult	0.0	9.0	--	--	--	--	5.8	--	--	--
PIJE	Adult	4.0	2.0	--	--	--	--	20.5	--	--	--
PIJE	Adult	5.0	3.0	--	--	--	--	63.0	--	--	--
PIJE	Adult	13.0	6.0	--	--	--	--	65.0	--	--	--
PIJE	Adult	14.0	9.0	--	--	--	--	66.3	--	--	--
PIJE	Adult	16.0	14.0	--	--	--	--	9.4	--	--	--
PIJE	Adult	11.0	16.0	--	--	--	--	62.0	--	--	--
PIJE	Adult	10.0	16.0	--	--	--	--	52.5	--	--	--
PIJE	Adult	6.0	12.0	--	--	--	--	63.8	--	--	--
PIJE	Adult	31.0	3.0	--	--	--	--	10.4	--	--	--
PIJE	Adult	39.0	1.0	--	--	--	--	18.3	--	--	--
PIJE	Adult	40.0	1.0	--	--	--	--	19.5	--	--	--
PIJE	Adult	40.0	3.0	--	--	--	--	46.0	--	--	--
PIJE	Adult	40.0	4.0	--	--	--	--	15.5	--	--	--
PIJE	Adult	41.0	2.0	--	--	--	--	8.6	--	--	--
PIJE	Adult	46.0	1.0	--	--	--	--	37.0	--	--	--
PIJE	Adult	46.0	0.0	--	--	--	--	5.8	--	--	--
PIJE	Adult	46.0	11.0	--	--	--	--	13.0	--	--	--
PIJE	Adult	161.0	8.0	--	--	--	--	31.1	--	--	--
PIJE	Adult	166.0	9.0	--	--	--	--	133.2	--	--	--
PIJE	Adult	166.0	4.0	--	--	--	--	15.9	--	--	--
PIJE	Adult	167.0	4.0	--	--	--	--	29.5	--	--	--
PIJE	Adult	173.0	0.0	--	--	--	--	24.3	--	--	--
PIJE	Adult	174.0	4.0	--	--	--	--	1.1	--	--	--
PIJE	Adult	162.0	12.0	--	--	--	--	17.0	--	--	--
PIJE	Adult	154.0	22.0	--	--	--	--	22.3	--	--	--
PIJE	Adult	151.0	20.0	--	--	--	--	16.3	--	--	--
ABCO	Adult	188.0	2.0	--	--	--	--	50.5	--	--	--
PIJE	Adult	177.0	1.0	--	--	--	--	26.2	--	--	--
PIJE	Adult	187.0	2.0	--	--	--	--	10.1	--	--	--
PIJE	Adult	187.0	7.0	--	--	--	--	10.0	--	--	--
PIJE	Adult	190.0	6.0	--	--	--	--	4.1	--	--	--
PIJE	Adult	188.0	11.0	--	--	--	--	58.0	--	--	--
PIJE	Adult	199.0	20.0	--	--	--	--	69.7	--	--	--
PIJE	Adult	187.0	13.0	--	--	--	--	2.1	--	--	--
PIJE	Adult	189.0	18.0	--	--	--	--	34.3	--	--	--
PIJE	Adult	191.0	36.0	--	--	--	--	73.0	--	--	--
PIJE	Adult	182.0	43.0	--	--	--	--	75.3	--	--	--
ABCO	Adult	155.0	29.0	--	--	--	--	55.7	--	--	--
PIJE	Adult	197.0	45.0	--	--	--	--	8.3	--	--	--
PIJE	Adult	175.0	46.0	--	--	--	--	8.3	--	--	--
PIJE	Adult	173.0	48.0	--	--	--	--	17.1	--	--	--
PIJE	Adult	167.0	42.0	--	--	--	--	16.9	--	--	--
PIJE	Adult	167.0	39.0	--	--	--	--	12.4	--	--	--
PIJE	Adult	158.0	44.0	--	--	--	--	1.8	--	--	--
PIJE	Adult	159.0	33.0	--	--	--	--	29.2	--	--	--
PIJE	Adult	152.0	30.0	--	--	--	--	3.5	--	--	--
PIJE	Adult	153.0	30.0	--	--	--	--	10.3	--	--	--
PIJE	Adult	154.0	29.0	--	--	--	--	25.3	--	--	--
PIJE	Adult	144.0	25.0	--	--	--	--	54.3	--	--	--
PIJE	Adult	132.0	25.0	--	--	--	--	3.1	--	--	--
PIJE	Adult	127.0	25.0	--	--	--	--	3.3	--	--	--
PIJE	Adult	81.0	32.0	--	--	--	--	4.8	--	--	--
PIJE	Adult	77.0	32.0	--	--	--	--	7.4	--	--	--
PIJE	Adult	76.0	33.0	--	--	--	--	12.4	--	--	--
PIJE	Adult	79.0	33.0	--	--	--	--	5.3	--	--	--
PIJE	Adult	77.0	49.0	--	--	--	--	16.8	--	--	--
PIJE	Adult	78.0	48.0	--	--	--	--	12.2	--	--	--
PIJE	Adult	96.0	36.0	--	--	--	--	75.6	--	--	--
QUKE	Adult	148.0	27.0	--	--	--	--	20.8	--	--	--
QUKE	Adult	149.0	28.0	--	--	--	--	12.3	--	--	--
QUKE	Adult	147.0	29.0	--	--	--	--	12.1	--	--	--
QUKE	Adult	137.0	34.0	--	--	--	--	21.0	--	--	--
QUKE	Adult	139.0	35.0	--	--	--	--	11.4	--	--	--
QUKE	Adult	133.0	34.0	--	--	--	--	1.6	--	--	--
PIJE	Adult	69.0	31.0	--	--	--	--	4.1	--	--	--
PIJE	Adult	73.0	29.0	--	--	--	--	5.2	--	--	--
PIJE	Adult	73.0	29.0	--	--	--	--	5.9	--	--	--
PIJE	Adult	43.0	7.0	--	--	--	--	4.7	--	--	--
PIJE	Adult	41.0	6.0	--	--	--	--	2.8	--	--	--
PIJE	Adult	39.0	7.0	--	--	--	--	5.2	--	--	--
PIJE	Adult	38.0	6.0	--	--	--	--	2.4	--	--	--
PIJE	Adult	28.0	13.0	--	--	--	--	3.1	--	--	--
PIJE	Adult	28.0	17.0	--	--	--	--	37.8	--	--	--
PIJE	Adult	26.0	21.0	--	--	--	--	54.8	--	--	--
PIJE	Adult	29.0	21.0	--	--	--	--	48.8	--	--	--
PIJE	Adult	31.0	18.0	--	--	--	--	49.8	--	--	--
PIJE	Adult	38.0	21.0	--	--	--	--	14.5	--	--	--
PIJE	Adult	39.0	23.0	--	--	--	--	9.8	--	--	--
PIJE	Adult	44.0	23.0	--	--	--	--	4.2	--	--	--
PIJE	Adult	44.0	23.0	--	--	--	--	5.0	--	--	--
PIJE	Adult	45.0	24.0	--	--	--	--	4.8	--	--	--
PIJE	Adult	45.0	23.0	--	--	--	--	2.4	--	--	--
PILA	Adult	46.0	1.0	--	--	--	--	3.2	--	--	--
ABCO	Adult	69.0	0.0	--	--	--	--	22.8	--	--	--
PIJE	Adult	51.0	2.0	--	--	--	--	0.9	--	--	--
PIJE	Adult	56.0	1.0	--	--	--	--	22.0	--	--	--
PIJE	Adult	67.0	1.0	--	--	--	--	76.6	--	--	--
